"なかよし",仲良し,"Good Friend",vocabulary
"こゆび",小指,"Little Finger",vocabulary
"なかよく",仲良く,"Friendly",vocabulary
"さけずき",酒好き,"Drinker",vocabulary
"そうぞうする",想像する,"To Imagine",vocabulary
"えいぞう",映像,"Picture",vocabulary
"がぞう",画像,"Image",vocabulary
"いちおく",一億,"One Hundred Million",vocabulary
"いちおくえん",一億円,"One Hundred Million Yen",vocabulary
"おく",億,"Hundred Million",vocabulary
"もんだい",問題,"Problem",vocabulary
"ぎもん",疑問,"Doubt",vocabulary
"うつわ",器,"Container",vocabulary
"きよう",器用,"Dextrous",vocabulary
"がっき",楽器,"Musical Instrument",vocabulary
"しょっき",食器,"Tableware",vocabulary
"りきし",力士,"Sumo Wrestler",vocabulary
"しゅくだい",宿題,"Homework",vocabulary
"しんじゅく",新宿,"Shinjuku",vocabulary
"じじょう",事情,"Circumstances",vocabulary
"にんじょう",人情,"Humanity",vocabulary
"なさけ",情け,"Pity",vocabulary
"かんじょう",感情,"Feeling",vocabulary
"よそう",予想,"Expectation",vocabulary
"かいそう",回想,"Retrospection",vocabulary
"しそう",思想,"Thought",vocabulary
"ごかん",五感,"The Five Senses",vocabulary
"どうかん",同感,"Sympathy",vocabulary
"のみかい",飲み会,"Drinking Party",vocabulary
"みかえる",見返る,"To Look Back At",vocabulary
"はじめに",初めに,"Beginning",vocabulary
"はじめて",初めて,"For The First Time",vocabulary
"かみかぜ",神風,"Kamikaze",vocabulary
"てつだう",手伝う,"To Help",vocabulary
"ひだりきき",左利き,"Left Handed",vocabulary
"たいいく",体育,"PE Class",vocabulary
"みぎきき",右利き,"Right Handed",vocabulary
"そだてる",育てる,"To Bring Up",vocabulary
"おいつく",追い付く,"To Catch Up With",vocabulary
"たたかう",戦う,"To Fight",vocabulary
"おいかける",追いかける,"To Chase",vocabulary
"ちゅうもんする",注文する,"To Order",vocabulary
"だいすき",大好き,"Really Like",vocabulary
"はなれる",放れる,"To Be Released",vocabulary
"かんじ",感じ,"Feeling",vocabulary
"かんじる",感じる,"To Feel",vocabulary
"かんどうする",感動する,"To Be Emotionally Moved",vocabulary
"かんしん",感心,"Admiration",vocabulary
"かんそう",感想,"Impressions",vocabulary
"かんしゃ",感謝,"Thanks",vocabulary
"せいぜん",整然,"Orderly",vocabulary
"にゅうかんりょう",入館料,"Admission Fee",vocabulary
"りょうきん",料金,"Fee",vocabulary
"うつる",映る,"To Be Reflected",vocabulary
"えいが",映画,"Movie",vocabulary
"くらい",暗い,"Dark",vocabulary
"あんさつ",暗殺,"Assassination",vocabulary
"あんき",暗記,"Memorization",vocabulary
"さま",〜様,"Formal Name Ender",vocabulary
"さまざま",様々,"Various",vocabulary
"みなさま",皆様,"Everyone",vocabulary
"もくひょう",目標,"Goal",vocabulary
"はし",橋,"Bridge",vocabulary
"ころす",殺す,"To Kill",vocabulary
"さつじん",殺人,"Murder",vocabulary
"じさつ",自殺,"Suicide",vocabulary
"ぜんぜん",全然,"Entirely",vocabulary
"とうぜん",当然,"Natural",vocabulary
"しぜん",自然,"Nature",vocabulary
"じょうねつ",情熱,"Passion",vocabulary
"ねつ",熱,"Fever",vocabulary
"あつい",熱い,"Hot Thing",vocabulary
"ねっしん",熱心,"Enthusiasm",vocabulary
"みなさん",皆さん,"Everyone",vocabulary
"ふくしま",福島,"Fukushima",vocabulary
"みどり",緑,"Green",vocabulary
"みどりいろ",緑色,"Green",vocabulary
"れんしゅう",練習,"Practice",vocabulary
"し",詩,"Poem",vocabulary
"しじん",詩人,"Poet",vocabulary
"しいか",詩歌,"Poetry",vocabulary
"かちょう",課長,"Section Manager",vocabulary
"あやまる",謝る,"To Apologize",vocabulary
"しょうきん",賞金,"Cash Prize",vocabulary
"しゃりん",車輪,"Tire",vocabulary
"わ",輪,"Ring",vocabulary
"えらぶ",選ぶ,"To Choose",vocabulary
"せんしゅ",選手,"Pro Athlete",vocabulary
"すいぎん",水銀,"Mercury",vocabulary
"ぎん",銀,"Silver",vocabulary
"ぎんいろ",銀色,"Silver",vocabulary
"ぎんこう",銀行,"Bank",vocabulary
"かがみ",鏡,"Mirror",vocabulary
"ほうだい",〜放題,"As Much As You Want",vocabulary
"わだい",話題,"Topic",vocabulary
"おねがいします",お願いします,"Please Help Me",vocabulary
"しんがん",心願,"Heartfelt Desire",vocabulary
"やしなう",養う,"To Foster",vocabulary
"ようし",養子,"Adopted Child",vocabulary
"りょかん",旅館,"Japanese Inn",vocabulary
"ほんかん",本館,"Main Building",vocabulary
"えき",駅,"Station",vocabulary
"えきまえ",駅前,"Front Of Station",vocabulary
"えきいん",駅員,"Train Station Employee",vocabulary
"えきちょう",駅長,"Station Master",vocabulary
"せいり",整理,"Arrangement",vocabulary
"やど",宿,"Lodging",vocabulary
"じっかん",実感,"Realization",vocabulary
"わかれる",別れる,"To Separate",vocabulary
"きょうゆうする",共有する,"To Share",vocabulary
"ひょうじょう",表情,"Facial Expression",vocabulary
"なかゆび",中指,"Middle Finger",vocabulary
"めがみ",女神,"Goddess",vocabulary
"がくもん",学問,"Schooling",vocabulary
"そうてい",想定,"Hypothesis",vocabulary
"おうさま",王様,"King",vocabulary
"おやゆび",親指,"Thumb",vocabulary
"かみさま",神様,"God",vocabulary
"ゆびさき",指先,"Fingertip",vocabulary
"とくせん",特選,"Special Selection",vocabulary
