"おにいさん",お兄さん,"Older Brother",vocabulary
"かんがえ",考え,"Thought",vocabulary
"かんがえかた",考え方,"Way Of Thinking",vocabulary
"かたち",形,"Shape",vocabulary
"けってん",欠点,"Shortcoming",vocabulary
"し",〜氏,"Mister",vocabulary
"しめい",氏名,"Full Name",vocabulary
"じゆう",自由,"Freedom",vocabulary
"りゆう",理由,"Reason",vocabulary
"さつ",〜札,"Bill",vocabulary
"こくみん",国民,"The People",vocabulary
"あたり",辺り,"Area",vocabulary
"このへん",この辺,"Around Here",vocabulary
"つける",付ける,"To Attach",vocabulary
"いがい",以外,"Other Than",vocabulary
"いじょう",以上,"More Than",vocabulary
"いぜん",以前,"Previously",vocabulary
"うしなう",失う,"To Lose",vocabulary
"しつれい",失礼,"Rude",vocabulary
"かならず",必ず,"Surely",vocabulary
"ひっし",必死,"Frantic",vocabulary
"まだ",未だ,"Not Yet",vocabulary
"みらい",未来,"Future",vocabulary
"すえ",末,"The End",vocabulary
"ねんまつ",年末,"Year End",vocabulary
"げつまつ",月末,"End Of The Month",vocabulary
"こうこう",高校,"High School",vocabulary
"がっこう",学校,"School",vocabulary
"なつ",夏,"Summer",vocabulary
"なつやすみ",夏休み,"Summer Vacation",vocabulary
"いえ",家,"Home",vocabulary
"さっか",作家,"Author",vocabulary
"よわい",弱い,"Weak",vocabulary
"じゃくてん",弱点,"Weak Point",vocabulary
"とき",時,"Time",vocabulary
"いちじ",一時,"One O'clock",vocabulary
"にじはん",二時半,"Two Thirty",vocabulary
"なんじ",何時,"What Time",vocabulary
"どうじ",同時,"Same Time",vocabulary
"かみ",紙,"Paper",vocabulary
"てがみ",手紙,"Letter",vocabulary
"にっき",日記,"Diary",vocabulary
"とおる",通る,"To Pass",vocabulary
"こうつう",交通,"Traffic",vocabulary
"たかい",高い,"Tall",vocabulary
"つよい",強い,"Strong",vocabulary
"きょうりょく",強力,"Strength",vocabulary
"おしえる",教える,"To Teach",vocabulary
"きょうしつ",教室,"Classroom",vocabulary
"しんりがく",心理学,"Psychology",vocabulary
"ちり",地理,"Geography",vocabulary
"くみ",組,"Group",vocabulary
"ふね",船,"Boat",vocabulary
"ふうせん",風船,"Balloon",vocabulary
"せんしゅう",先週,"Last Week",vocabulary
"こんしゅう",今週,"This Week",vocabulary
"しゅうまつ",週末,"Weekend",vocabulary
"ゆき",雪,"Snow",vocabulary
"さかな",魚,"Fish",vocabulary
"きんぎょ",金魚,"Goldfish",vocabulary
"かいぎょ",海魚,"Ocean Fish",vocabulary
"とり",鳥,"Bird",vocabulary
"はくちょう",白鳥,"Swan",vocabulary
"きいろ",黄色,"Yellow",vocabulary
"くろい",黒い,"Black",vocabulary
"こくじん",黒人,"Black Person",vocabulary
"にんぎょう",人形,"Doll",vocabulary
"てづくり",手作り,"Handmade",vocabulary
"かぜ",風,"Wind",vocabulary
"だいがくせい",大学生,"University Student",vocabulary
"いいかた",言い方,"Way Of Saying",vocabulary
"さきまわり",先回り,"Arriving Ahead",vocabulary
"ちかぢか",近々,"Before Long",vocabulary
"あおぞら",青空,"Blue Sky",vocabulary
"しょうがくせい",小学生,"Elementary School Student",vocabulary
"つくりかた",作り方,"How To Make",vocabulary
"ちゅうがくせい",中学生,"Middle School Student",vocabulary
"ふにんき",不人気,"Unpopular",vocabulary
"かける",欠ける,"To Lack",vocabulary
"しんり",心理,"Mental State",vocabulary
"じだい",時代,"Period",vocabulary
"ほんとうに",本当に,"Really",vocabulary
"しゃかい",社会,"Society",vocabulary
"ちょうめ",〜丁目,"District Of A Town",vocabulary
"じ",〜時,"O'Clock",vocabulary
"おおきく",大きく,"In A Big Way",vocabulary
"ちかく",近く,"Near",vocabulary
"たいふう",台風,"Typhoon",vocabulary
"せんたい",船体,"Hull",vocabulary
"ごうしつ",〜号室,"Room Number",vocabulary
"おおぞら",大空,"Heavens",vocabulary
"みあたる",見当たる,"To Be Found",vocabulary
"さんかくけい",三角形,"Triangle",vocabulary
"かつようけい",活用形,"Conjugated Form",vocabulary
"いったい",一体,"The Heck",vocabulary
"こごえ",小声,"Low Voice",vocabulary
"へん",辺,"Area",vocabulary
"いか",以下,"Less Than",vocabulary
"ちょうみん",町民,"Townspeople",vocabulary
"らいしゅう",来週,"Next Week",vocabulary
"ひかる",光る,"To Shine",vocabulary
"ふだ",札,"Tag",vocabulary
"いご",以後,"After This",vocabulary
"いっきん",一斤,"One Loaf of Bread",vocabulary
"にきん",二斤,"Two Loaves of Bread",vocabulary
