かっき	活気	Energy	vocabulary	noun
ち	地	Earth	vocabulary	noun
ねんじ	年次	Annual	vocabulary	noun
ちょっこう	直行	Nonstop	vocabulary	noun, する verb, の adjective
たからくじ	宝くじ	Lottery	vocabulary	noun
みみうち	耳打ち	Whisper In Ear	vocabulary	noun, する verb
りょうほう	両方	Both	vocabulary	noun, の adjective
すべて	全て	All	vocabulary	noun, の adjective
ほうこう	方向	Direction	vocabulary	noun
めいきょく	名曲	Famous Music	vocabulary	noun
じかい	次回	Next Time	vocabulary	noun
ひつじ	羊	Sheep	vocabulary	noun
しゅっけつ	出血	Bleeding	vocabulary	noun, する verb
ちゅうごく	中国	China	vocabulary	proper noun
うしろ	後ろ	Behind	vocabulary	noun
なくなる	亡くなる	To Pass Away	vocabulary	intransitive verb, godan verb
よのなか	世の中	Society	vocabulary	noun
むく	向く	To Face	vocabulary	godan verb
こくほう	国宝	National Treasure	vocabulary	noun
くさち	草地	Meadow	vocabulary	noun
おおもじ	大文字	Uppercase Letters	vocabulary	noun
しかたがない	仕方がない	Can't Be Helped	vocabulary	expression
ぶんか	文化	Culture	vocabulary	noun
ちか	地下	Underground	vocabulary	noun, の adjective
とち	土地	Land	vocabulary	noun
ちず	地図	Map	vocabulary	noun
りょうて	両手	Both Hands	vocabulary	noun, の adjective
りょうじつ	両日	Both Days	vocabulary	noun
ぜんりょく	全力	Full Effort	vocabulary	noun, の adjective
ぜんにほん	全日本	All Japan	vocabulary	expression
あんぜん	安全	Safety	vocabulary	noun, な adjective
やすい	安い	Cheap	vocabulary	い adjective
あんしん	安心	Relief	vocabulary	noun, する verb, な adjective
ふあん	不安	Uneasiness	vocabulary	noun, な adjective
へいあん	平安	Peace	vocabulary	noun, な adjective
しゅう	州	State	vocabulary	noun
きゅうしゅう	九州	Kyuushuu	vocabulary	proper noun
ほんしゅう	本州	Honshuu	vocabulary	noun
きょく	曲	Tune	vocabulary	noun, suffix
ある	有る	To Have	vocabulary	intransitive verb, godan verb
ゆうめい	有名	Famous	vocabulary	な adjective
つぎ	次	Next	vocabulary	noun, の adjective
もくじ	目次	Table Of Contents	vocabulary	noun
しぬ	死ぬ	To Die	vocabulary	intransitive verb, godan verb
したい	死体	Dead Body	vocabulary	noun, の adjective
しぼう	死亡	Mortality	vocabulary	noun, の adjective
ようもう	羊毛	Wool	vocabulary	noun, の adjective
ち	血	Blood	vocabulary	noun
くに	国	Country	vocabulary	noun
てんごく	天国	Kingdom Of Heaven	vocabulary	noun, の adjective
ぜんこく	全国	Nationwide	vocabulary	noun, の adjective
しこく	四国	Shikoku	vocabulary	proper noun
がいこく	外国	Foreign Country	vocabulary	noun, の adjective
がいこくじん	外国人	Foreign Person	vocabulary	noun
べいこく	米国	United States Of America	vocabulary	proper noun, の adjective
よる	夜	Night	vocabulary	noun
こんや	今夜	Tonight	vocabulary	noun
しまい	姉妹	Sisters	vocabulary	noun
いもうと	妹	Younger Sister	vocabulary	noun
おねえさん	お姉さん	Older Sister	vocabulary	noun
みせ	店	Shop	vocabulary	noun
あかるい	明るい	Bright	vocabulary	い adjective
ふめい	不明	Unknown	vocabulary	noun, な adjective
とうほう	東方	Eastward	vocabulary	noun
とうほく	東北	Tohoku 	vocabulary	noun
ちゅうとう	中東	Middle East	vocabulary	proper noun, な adjective
なんとう	南東	Southeast	vocabulary	noun, の adjective
あるく	歩く	To Walk	vocabulary	intransitive verb, godan verb
なおす	直す	To Fix	vocabulary	transitive verb, godan verb
なおる	直る	To Be Fixed	vocabulary	intransitive verb, godan verb
しょうじき	正直	Honest	vocabulary	adverb, noun, な adjective
ながい	長い	Long	vocabulary	い adjective
しゃちょう	社長	Company President	vocabulary	noun, suffix
まえ	前	Front	vocabulary	noun, suffix
ごぜん	午前	AM	vocabulary	noun
みなみ	南	South	vocabulary	noun
あとで	後で	After	vocabulary	adverb
ごご	午後	PM	vocabulary	noun
おもう	思う	To Think	vocabulary	transitive verb, godan verb
ほし	星	Star	vocabulary	noun
せいかつ	生活	Life	vocabulary	noun, する verb
うみ	海	Ocean	vocabulary	noun
かいがい	海外	Overseas	vocabulary	noun, の adjective
てん	点	Point	vocabulary	noun, suffix
かがく	科学	Science	vocabulary	noun
おちゃ	お茶	Tea	vocabulary	noun
ちゃいろ	茶色	Brown	vocabulary	noun, の adjective
たべる	食べる	To Eat	vocabulary	transitive verb, ichidan verb
くび	首	Neck	vocabulary	noun
あしくび	足首	Ankle	vocabulary	noun
くびになる	首になる	To Get Fired	vocabulary	expression, godan verb
よんじゅうに	四十二	Forty Two	vocabulary	numeral
こもじ	小文字	Lowercase Letters	vocabulary	noun
ふゆやすみ	冬休み	Winter Holiday	vocabulary	noun
できる	出来る	To Be Able To Do	vocabulary	intransitive verb, ichidan verb
ほうげん	方言	Dialect	vocabulary	noun, の adjective
とうきょう	東京	Tokyo	vocabulary	proper noun
はやくち	早口	Fast Talker	vocabulary	noun, の adjective
たりない	足りない	Not Enough	vocabulary	intransitive verb
としうえ	年上	Older	vocabulary	noun, の adjective
かわり	代わり	Substitute	vocabulary	noun, の adjective
ことし	今年	This Year	vocabulary	noun
かえる	代える	To Replace	vocabulary	transitive verb, ichidan verb
としした	年下	Younger	vocabulary	noun, の adjective
ひがし	東	East	vocabulary	noun
わたし	私	I	vocabulary	pronoun, の adjective
しせいかつ	私生活	Personal Life	vocabulary	noun
しりつ	私立	Private	vocabulary	noun, の adjective
いっぽ	一歩	One Step	vocabulary	noun
さんびゃく	三百	Three Hundred	vocabulary	numeral
