まちあいしつ	待合室	Waiting Room	vocabulary	noun
しゅざい	取材	Covering An Event	vocabulary	noun, する verb
やくそくする	約束する	To Promise	vocabulary	する verb, transitive verb
かめん	仮面	Mask	vocabulary	noun
かかわる	係わる	To Be Involved With	vocabulary	intransitive verb, godan verb
ほしゅてき	保守的	Conservative	vocabulary	な adjective
ほぞん	保存	Preserve	vocabulary	noun, する verb
ほけん	保険	Insurance	vocabulary	noun, の adjective
ほしょう	保証	Guarantee	vocabulary	noun, する verb
ぶつぞう	仏像	Image Of Buddha	vocabulary	noun
こてんてき	古典的	Classical	vocabulary	な adjective
ぶってん	仏典	Buddhist Scriptures	vocabulary	noun
じてん	字典	Character Dictionary	vocabulary	noun
じてん	事典	Encyclopedia	vocabulary	noun
ぼうけん	冒険	Adventure	vocabulary	noun, する verb
じょうだん	冗談	Joke	vocabulary	noun, の adjective
きけん	危険	Risky	vocabulary	noun, な adjective
あぶない	危ない	Dangerous	vocabulary	い adjective
とる	取る	To Take	vocabulary	transitive verb, godan verb
げひん	下品	Crude	vocabulary	noun, な adjective
さくひん	作品	A Work	vocabulary	noun
しな	品	Article	vocabulary	counter, noun
しんぴん	新品	Brand New	vocabulary	noun, の adjective
しょうひん	商品	Merchandise	vocabulary	noun
こうえん	公園	Public Park	vocabulary	noun
えん	園	Garden	vocabulary	noun, suffix
ぞんじる	存じる	To Know	vocabulary	ichidan verb
せいぞん	生存	Existence	vocabulary	noun
まもる	守る	To Protect	vocabulary	transitive verb, godan verb
るす	留守	Absence	vocabulary	noun, する verb
しんじつ	真実	Truth	vocabulary	adverb, noun, な adjective, の adjective
せんもん	専門	Specialty	vocabulary	noun, の adjective
ふこう	不幸	Unhappiness	vocabulary	noun, な adjective
しあわせ	幸せ	Happiness	vocabulary	noun, な adjective
せいふ	政府	Government	vocabulary	noun
べんとう	弁当	Bento	vocabulary	noun
とうきょうべん	東京弁	Tokyo Dialect	vocabulary	noun
べん	〜弁	Dialect	vocabulary	suffix
いそぐ	急ぐ	To Hurry	vocabulary	intransitive verb, transitive verb, godan verb
きゅうに	急に	Suddenly	vocabulary	adverb
きゅうし	急死	Sudden Death	vocabulary	noun, する verb
きゅうこう	急行	Express	vocabulary	noun, する verb, の adjective
せいじ	政治	Politics	vocabulary	noun
かく	書く	To Write	vocabulary	transitive verb, godan verb
ざんぴん	残品	Unsold Merchandise	vocabulary	noun
なおす	治す	To Cure	vocabulary	transitive verb, godan verb
ぜんち	全治	Complete Recovery	vocabulary	noun, する verb
ふじ	不治	Incurability	vocabulary	noun, の adjective
めいじ	明治	Meiji Era	vocabulary	noun
あびる	浴びる	To Bathe	vocabulary	transitive verb, ichidan verb
にっこうよく	日光浴	Sunbathe	vocabulary	noun, する verb
とっきゅう	特急	Limited Express Train	vocabulary	noun
りゅうがく	留学	Study Abroad	vocabulary	noun, する verb
しゃしん	写真	Photo	vocabulary	noun
まっくろ	真っ黒	Pitch Black	vocabulary	noun, な adjective
こうふく	幸福	Happiness	vocabulary	noun, な adjective
わらう	笑う	To Laugh	vocabulary	intransitive verb, godan verb
えがお	笑顔	Smile	vocabulary	noun, する verb
ごみばこ	ゴミ箱	Garbage Can	vocabulary	noun
はこ	箱	Box	vocabulary	counter, noun, suffix
にもつ	荷物	Luggage	vocabulary	noun
あかし	証	Evidence	vocabulary	noun
しょうにん	証人	Witness	vocabulary	noun
しょうげん	証言	Testimony	vocabulary	noun, する verb
じしょ	辞書	Dictionary	vocabulary	noun
やめる	辞める	To Quit	vocabulary	transitive verb, ichidan verb
