せんじつ	先日	The Other Day	vocabulary	せんじつ, 先: せん: on, 日: じつ: on	noun
めいじん	名人	Expert	vocabulary	めいじん, 名: めい: on, 人: じん: on	noun
みょうじ	名字	Surname	vocabulary	みょうじ, 名: みょう: on, 字: じ: on	noun, の adjective
ふとじ	太字	Bold Letter	vocabulary	ふとじ, 太: ふと: kun, 字: じ: on	noun, の adjective
もじ	文字	Letter (Of The Alphabet)	vocabulary	もじ, 文: も: on, 字: じ: on	noun
いちもんじ	一文字	Straight Line	vocabulary	いちもんじ, 一: いち: on, 文: もん: on, 字: じ: on	noun
きょねん	去年	Last Year	vocabulary	きょねん, 去: きょ: on, 年: ねん: on	noun
きぶん	気分	Feeling	vocabulary	きぶん, 気: き: on, 分: ぶん: on	noun
にんき	人気	Popular	vocabulary	にんき, 人: にん: on, 気: き: on	noun, な adjective, の adjective
へいき	平気	Calm	vocabulary	へいき, 平: へい: on, 気: き: on	noun, な adjective
いっぽんぎ	一本気	One Track Mind	vocabulary	いっぽんぎ, 一: いっ: on, 本: ぽん: on, 気: ぎ: on	noun, な adjective
むらびと	村人	Villager	vocabulary	むらびと, 村: むら: kun, 人: びと: kun	noun
みせる	見せる	To Show	vocabulary	みせる, 見: み: kun	transitive verb, ichidan verb
あし	足	Foot	vocabulary	あし, 足: あし: kun	noun
ふそく	不足	Shortage	vocabulary	ふそく, 不: ふ: on, 足: そく: on	noun, する verb, な adjective
よ	世	World	vocabulary	よ, 世: よ: kun	noun
さんせい	三世	Third Generation	vocabulary	さんせい, 三: さん: on, 世: せ: on	noun
おもに	主に	Mainly	vocabulary	おもに, 主: おも: kun	adverb
しゅじん	主人	Head Of Household	vocabulary	しゅじん, 主: しゅ: on, 人: じん: on	noun, の adjective
しかた	仕方	Method	vocabulary	しかた, 仕: し: on, 方: かた: kun	noun
たにん	他人	Another Person	vocabulary	たにん, 他: た: on, 人: にん: on	noun
かわる	代わる	To Replace	vocabulary	かわる, 代: か: kun	intransitive verb, godan verb
ちゅうおう	中央	Center	vocabulary	ちゅうおう, 中: ちゅう: on, 央: おう: on	noun, の adjective
たいら	平ら	Flat	vocabulary	たいら, 平: たい: kun	noun, な adjective
へいじつ	平日	Weekdays	vocabulary	へいじつ, 平: へい: on, 日: じつ: on	noun
かきごおり	かき氷	Shaved Ice	vocabulary	かきごおり, 氷: ごおり: kun	noun
ふせい	不正	Injustice	vocabulary	ふせい, 不: ふ: on, 正: せい: on	noun, な adjective
こうし	子牛	Calf	vocabulary	こうし, 子: こ: kun, 牛: うし: kun	noun
きって	切手	Postage Stamp	vocabulary	きって, 切: きっ: kun, 手: て: kun	noun
ひきわけ	引き分け	Tie	vocabulary	ひきわけ, 引: ひ: kun, 分: わ: kun	noun
な	名	Name	vocabulary	な, 名: な: kun	noun
たから	宝	Treasure	vocabulary	たから, 宝: たから: kun	noun
ほうせき	宝石	Jewel	vocabulary	ほうせき, 宝: ほう: on, 石: せき: on	noun, の adjective
まるごと	丸ごと	In Its Entirety	vocabulary	まるごと, 丸: まる: kun	adverb
たいき	大気	Atmosphere	vocabulary	たいき, 大: たい: on, 気: き: on	noun
よっか	四日	Fourth Day	vocabulary	よっか, 四: よっ: kun, 日: か: kun	noun
よっつ	四つ	Four Things	vocabulary	よっつ, 四: よっ: kun	numeral
よんじゅう	四十	Forty	vocabulary	よんじゅう, 四: よん: kun, 十: じゅう: on	numeral
ひだりて	左手	Left Hand	vocabulary	ひだりて, 左: ひだり: kun, 手: て: kun	noun
やすみ	休み	Rest	vocabulary	やすみ, 休: やす: kun	noun
やすむ	休む	To Rest	vocabulary	やすむ, 休: やす: kun	intransitive verb, godan verb
きゅうし	休止	Pause	vocabulary	きゅうし, 休: きゅう: on, 止: し: on	noun, する verb, の adjective
きゅうじつ	休日	Holiday	vocabulary	きゅうじつ, 休: きゅう: on, 日: じつ: on	noun
じ	字	Character	vocabulary	じ, 字: じ: on	noun
にせんじゅういちねん	２０１１年	Year 2011	vocabulary	にせんじゅういちねん, に: on, せん: on, じゅう: on, いち: on, 年: ねん: on	noun
いちねんせい	一年生	First Year Student	vocabulary	いちねんせい, 一: いち: on, 年: ねん: on, 生: せい: on	noun
しょうねん	少年	Boy	vocabulary	しょうねん, 少: しょう: on, 年: ねん: on	noun
はやい	早い	Early	vocabulary	はやい, 早: はや: kun	い adjective
き	気	Spirit	vocabulary	き, 気: き: on	noun
きにいる	気に入る	To Be Pleased With	vocabulary	きにいる, 気: き: on, 入: い: kun	expression, godan verb
いっき	一気	One Breath	vocabulary	いっき, 一: いっ: on, 気: き: on	adverb
げんき	元気	Energy	vocabulary	げんき, 元: げん: on, 気: き: on	noun, な adjective
てんき	天気	Weather	vocabulary	てんき, 天: てん: on, 気: き: on	noun
ほんき	本気	Serious	vocabulary	ほんき, 本: ほん: on, 気: き: on	noun, な adjective, の adjective
ひゃくまん	百万	Million	vocabulary	ひゃくまん, 百: ひゃく: on, 万: まん: on	numeral
よんひゃく	四百	Four Hundred	vocabulary	よんひゃく, 四: よん: kun, 百: ひゃく: on	numeral
ごひゃく	五百	Five Hundred	vocabulary	ごひゃく, 五: ご: on, 百: ひゃく: on	numeral
にひゃく	二百	Two Hundred	vocabulary	にひゃく, 二: に: on, 百: ひゃく: on	numeral
たけのこ	竹の子	Bamboo Shoots	vocabulary	たけのこ, 竹: たけ: kun, 子: こ: kun	noun
たけ	竹	Bamboo	vocabulary	たけ, 竹: たけ: kun	noun
いと	糸	Thread	vocabulary	いと, 糸: いと: kun	noun
みみ	耳	Ear	vocabulary	みみ, 耳: みみ: kun	noun
むし	虫	Bug	vocabulary	むし, 虫: むし: kun	noun
むら	村	Village	vocabulary	むら, 村: むら: kun	noun
おとこ	男	Man	vocabulary	おとこ, 男: おとこ: kun	noun
まち	町	Town	vocabulary	まち, 町: まち: kun	noun
はな	花	Flower	vocabulary	はな, 花: はな: kun	noun
はなび	花火	Fireworks	vocabulary	はなび, 花: はな: kun, 火: び: kun	noun
はなみ	花見	Viewing Cherry Blossoms	vocabulary	はなみ, 花: はな: kun, 見: み: kun	noun, する verb
みる	見る	To See	vocabulary	みる, 見: み: kun	transitive verb, ichidan verb
みえる	見える	To Be Seen	vocabulary	みえる, 見: み: kun	intransitive verb, ichidan verb
みわける	見分ける	To Distinguish	vocabulary	みわける, 見: み: kun, 分: わ: kun	transitive verb, ichidan verb
つきみ	月見	Moon Viewing	vocabulary	つきみ, 月: つき: kun, 見: み: kun	noun
かい	貝	Shell	vocabulary	かい, 貝: かい: kun	noun
あか	赤	Red	vocabulary	あか, 赤: あか: kun	noun
あかちゃん	赤ちゃん	Baby	vocabulary	あかちゃん, 赤: あか: kun	noun
くるま	車	Car	vocabulary	くるま, 車: くるま: kun	noun
しゃない	車内	Inside The Car	vocabulary	しゃない, 車: しゃ: on, 内: ない: on	noun, の adjective
にせい	二世	Second Generation	vocabulary	にせい, 二: に: on, 世: せ: on	noun
うつす	写す	To Copy	vocabulary	うつす, 写: うつ: kun	transitive verb, godan verb
ごう	号	Number	vocabulary	ごう, 号: ごう: on	noun, suffix
うつ	打つ	To Hit	vocabulary	うつ, 打: う: kun	transitive verb, godan verb
もうす	申す	To Say Humbly	vocabulary	もうす, 申: もう: kun	transitive verb, godan verb
もうしもうし	申し申し	Telephone Hello	vocabulary	もうしもうし, 申: もう: on, &emsp;もしもし: exception	interjection
さら	皿	Plate	vocabulary	さら, 皿: さら: kun	noun
こざら	小皿	Small Plate	vocabulary	こざら, 小: こ: kun, 皿: ざら: kun	noun
おれい	お礼	Thanks	vocabulary	おれい, 礼: れい: on	noun
とし	年	Year	vocabulary	とし, 年: とし: kun	noun
あかい	赤い	Red	vocabulary	あかい, 赤: あか: kun	い adjective
しろい	白い	White	vocabulary	しろい, 白: しろ: kun	い adjective
ひゃく	百	Hundred	vocabulary	ひゃく, 百: ひゃく: on	numeral
でかける	出かける	To Go Out	vocabulary	でかける, 出: で: kun	intransitive verb, ichidan verb
さとごころ	里心	Homesick	vocabulary	さとごころ, 里: さと: kun, 心: ごころ: kun	noun
ばんにん	万人	All People	vocabulary	ばんにん, 万: ばん: on, 人: にん: on	noun
まぜる	交ぜる	To Mix	vocabulary	まぜる, 交: ま: kun	transitive verb, ichidan verb
かんがえる	考える	To Think About	vocabulary	かんがえる, 考: かんが: kun	transitive verb, ichidan verb
きん	金	Gold	vocabulary	きん, 金: きん: on	noun, suffix
さくぶん	作文	Composition	vocabulary	さくぶん, 作: さく: on, 文: ぶん: on	noun, する verb
しかく	四角	Square	vocabulary	しかく, 四: し: on, 角: かく: on	noun, な adjective, の adjective
そうこう	走行	Traveling	vocabulary	そうこう, 走: そう: on, 行: こう: on	noun, する verb
きんじつ	近日	Soon	vocabulary	きんじつ, 近: きん: on, 日: じつ: on	noun
ほんとう	本当	Reality	vocabulary	ほんとう, 本: ほん: on, 当: とう: on	noun, な adjective
ほんらい	本来	Originally	vocabulary	ほんらい, 本: ほん: on, 来: らい: on	noun, の adjective
かわ	皮	Skin	vocabulary	かわ, 皮: かわ: kun	noun
たいかい	大会	Convention	vocabulary	たいかい, 大: たい: on, 会: かい: on	noun, の adjective
あう	会う	To Meet	vocabulary	あう, 会: あ: kun	intransitive verb, godan verb
ひかり	光	Light	vocabulary	ひかり, 光: ひかり: kun	noun
こうねん	光年	Light Year	vocabulary	こうねん, 光: こう: on, 年: ねん: on	noun
げっこう	月光	Moonlight	vocabulary	げっこう, 月: げっ: on, 光: こう: on	noun
にっこう	日光	Sunlight	vocabulary	にっこう, 日: にっ: on, 光: こう: on	noun
おなじ	同じ	Same	vocabulary	おなじ, 同: おな: kun	noun
どうじつ	同日	Same Day	vocabulary	どうじつ, 同: どう: on, 日: じつ: on	noun
まわる	回る	To Revolve	vocabulary	まわる, 回: まわ: kun	intransitive verb, godan verb
いっかい	一回	One Time	vocabulary	いっかい, 一: いっ: on, 回: かい: on	noun
こんかい	今回	This Time	vocabulary	こんかい, 今: こん: on, 回: かい: on	noun
まいかい	毎回	Every Time	vocabulary	まいかい, 毎: まい: on, 回: かい: on	noun
たぶん	多分	Maybe	vocabulary	たぶん, 多: た: on, 分: ぶん: on	adverb, noun
あたる	当たる	To Be Right	vocabulary	あたる, 当: あ: kun	intransitive verb, godan verb
あたり	当たり	A Success	vocabulary	あたり, 当: あ: kun	noun
まいつき	毎月	Every Month	vocabulary	まいつき, 毎: まい: on, 月: つき: kun, &emsp;まいげつ, 毎: まい: on, 月: げつ: on	noun
まいにち	毎日	Every Day	vocabulary	まいにち, 毎: まい: on, 日: にち: on	noun
