まいとし	毎年	Every Year	vocabulary	まいとし, 毎: まい: on, 年: とし: kun, &emsp;まいねん, 毎: まい: on, 年: ねん: on	noun
こめ	米	Rice	vocabulary	こめ, 米: こめ: kun	noun
はね	羽	Feathers	vocabulary	はね, 羽: はね: kun	noun
ぎゅうにく	牛肉	Beef	vocabulary	ぎゅうにく, 牛: ぎゅう: on, 肉: にく: on	noun, の adjective
ひにく	皮肉	Irony	vocabulary	ひにく, 皮: ひ: on, 肉: にく: on	noun, な adjective, の adjective
じぶん	自分	Oneself	vocabulary	じぶん, 自: じ: on, 分: ぶん: on	pronoun, の adjective
じりつ	自立	Independence	vocabulary	じりつ, 自: じ: on, 立: りつ: on	noun, する verb, の adjective
みずいろ	水色	Sky Blue	vocabulary	みずいろ, 水: みず: kun, 色: いろ: kun	noun, の adjective
いく	行く	To Go	vocabulary	いく, 行: い: kun	intransitive verb, godan verb
おこなう	行う	To Carry Out	vocabulary	おこなう, 行: おこな: kun	transitive verb, godan verb
ゆき	行き	Train Direction	vocabulary	ゆき, 行: ゆ: kun, &emsp;いき, 行: い: kun	noun, suffix
にし	西	West	vocabulary	にし, 西: にし: kun	noun
ほくせい	北西	Northwest	vocabulary	ほくせい, 北: ほく: on, 西: せい: on	noun, の adjective
なんぜん	何千	Thousands	vocabulary	なんぜん, 何: なん: kun, 千: ぜん: on	noun
なんにん	何人	How Many People	vocabulary	なんにん, 何: なん: kun, 人: にん: on	noun
なんがつ	何月	What Month	vocabulary	なんがつ, 何: なん: kun, 月: がつ: on	noun
なんにち	何日	How Many Days	vocabulary	なんにち, 何: なん: kun, 日: にち: on	expression
なんねん	何年	What Year	vocabulary	なんねん, 何: なん: kun, 年: ねん: on	noun
なんかい	何回	How Many Times	vocabulary	なんかい, 何: なん: kun, 回: かい: on	noun
まなぶ	学ぶ	To Learn	vocabulary	まなぶ, 学: まな: kun	godan verb
がくせい	学生	Student	vocabulary	がくせい, 学: がく: on, 生: せい: on	noun
がくねん	学年	School Grade	vocabulary	がくねん, 学: がく: on, 年: ねん: on	noun
にゅうがく	入学	School Admission	vocabulary	にゅうがく, 入: にゅう: on, 学: がく: on	noun, する verb
こうがく	工学	Engineering	vocabulary	こうがく, 工: こう: on, 学: がく: on	noun
だいがく	大学	University	vocabulary	だいがく, 大: だい: on, 学: がく: on	noun
きゅうがく	休学	Absent From School	vocabulary	きゅうがく, 休: きゅう: on, 学: がく: on	noun, する verb
くうき	空気	Air	vocabulary	くうき, 空: くう: on, 気: き: on	noun
きんたま	金玉	Testicles	vocabulary	きんたま, 金: きん: on, 玉: たま: kun	noun
おかね	お金	Money	vocabulary	おかね, 金: かね: kun	noun
あめ	雨	Rain	vocabulary	あめ, 雨: あめ: kun	noun
あおい	青い	Blue	vocabulary	あおい, 青: あお: kun	い adjective
せいねん	青年	Youth	vocabulary	せいねん, 青: せい: on, 年: ねん: on	noun
おと	音	Sound	vocabulary	おと, 音: おと: kun	noun, suffix
つくる	作る	To Make	vocabulary	つくる, 作: つく: kun	transitive verb, godan verb
たいりょく	体力	Physical Strength	vocabulary	たいりょく, 体: たい: on, 力: りょく: on	noun
たいない	体内	Internal	vocabulary	たいない, 体: たい: on, 内: ない: on	noun, の adjective
さよう	作用	Action	vocabulary	さよう, 作: さ: on, 用: よう: on	noun, する verb
こうさく	工作	Handicraft	vocabulary	こうさく, 工: こう: on, 作: さく: on	noun, する verb
たいさく	大作	An Epic	vocabulary	たいさく, 大: たい: on, 作: さく: on	noun
ず	図	Diagram	vocabulary	ず, 図: ず: on	noun, suffix
おおごえ	大声	Large Voice	vocabulary	おおごえ, 大: おお: kun, 声: ごえ: kun	noun, の adjective
おとうと	弟	Younger Brother	vocabulary	おとうと, 弟: おとうと: kun	noun
らいげつ	来月	Next Month	vocabulary	らいげつ, 来: らい: on, 月: げつ: on	noun
らいねん	来年	Next Year	vocabulary	らいねん, 来: らい: on, 年: ねん: on	noun
ねんらい	〜年来	For Some Years	vocabulary	ねんらい, 年: ねん: on, 来: らい: on	suffix
しゃない	社内	Within The Company	vocabulary	しゃない, 社: しゃ: on, 内: ない: on	noun, の adjective
にゅうしゃ	入社	Joining A Company	vocabulary	にゅうしゃ, 入: にゅう: on, 社: しゃ: on	noun, する verb
こうしゃ	公社	Public Corporation	vocabulary	こうしゃ, 公: こう: on, 社: しゃ: on	noun
ほんしゃ	本社	Headquarters	vocabulary	ほんしゃ, 本: ほん: on, 社: しゃ: on	noun
かいしゃ	会社	Company	vocabulary	かいしゃ, 会: かい: on, 社: しゃ: on	noun
かく	角	Angle	vocabulary	かく, 角: かく: on, &emsp;かど, 角: かど: kun	noun, suffix
さんかく	三角	Triangle	vocabulary	さんかく, 三: さん: on, 角: かく: on	noun
いう	言う	To Say	vocabulary	いう, 言: い: kun	godan verb
たに	谷	Valley	vocabulary	たに, 谷: たに: kun	noun
はしる	走る	To Run	vocabulary	はしる, 走: はし: kun	intransitive verb, godan verb
ちかい	近い	Close	vocabulary	ちかい, 近: ちか: kun	い adjective
きんねん	近年	Recent Years	vocabulary	きんねん, 近: きん: on, 年: ねん: on	noun
むぎ	麦	Wheat	vocabulary	むぎ, 麦: むぎ: kun	noun
けむし	毛虫	Caterpillar	vocabulary	けむし, 毛: け: kun, 虫: むし: kun	noun
したまち	下町	Downtown	vocabulary	したまち, 下: した: kun, 町: まち: kun	noun
いままで	今まで	Until Now	vocabulary	いままで, 今: いま: kun	adverb
けいと	毛糸	Wool Yarn	vocabulary	けいと, 毛: け: kun, 糸: いと: kun	noun
いますぐ	今すぐ	At Once	vocabulary	いますぐ, 今: いま: kun	adverb
さと	里	Hometown	vocabulary	さと, 里: さと: kun	noun
ひろがる	広がる	To Spread Out	vocabulary	ひろがる, 広: ひろ: kun	intransitive verb, godan verb
くうしゃ	空車	Open Taxi	vocabulary	くうしゃ, 空: くう: on, 車: しゃ: on	noun
かい	会	Meeting	vocabulary	かい, 会: かい: on	noun, suffix
こうこがく	考古学	Archeology	vocabulary	こうこがく, 考: こう: on, 古: こ: on, 学: がく: on	noun, の adjective
いっしょう	一生	Whole Life	vocabulary	いっしょう, 一: いっ: on, 生: しょう: on	noun, の adjective
しぐさ	仕草	Action	vocabulary	しぐさ, 仕: し: on, 草: ぐさ: kun	noun
はえる	生える	To Grow	vocabulary	はえる, 生: は: kun	intransitive verb, ichidan verb
けい	〜形	Form	vocabulary	けい, 形: けい: on	suffix
がいこう	外交	Diplomacy	vocabulary	がいこう, 外: がい: on, 交: こう: on	noun
うまれ	生まれ	Birthplace	vocabulary	うまれ, 生: う: kun	noun
だいたい	大体	General	vocabulary	だいたい, 大: だい: on, 体: たい: on	noun
ぶんがく	文学	Literature	vocabulary	ぶんがく, 文: ぶん: on, 学: がく: on	noun
きん	〜斤	Bread Loaf Counter	vocabulary	きん, 斤: きん: on	counter, suffix
あに	兄	Older Brother	vocabulary	あに, 兄: あに: kun	noun
かい	〜回	Times	vocabulary	かい, 回: かい: on	counter
おおい	多い	Many	vocabulary	おおい, 多: おお: kun	い adjective
にく	肉	Meat	vocabulary	にく, 肉: にく: on	noun
いろ	色	Color	vocabulary	いろ, 色: いろ: kun	noun
いろいろ	色々	Various	vocabulary	いろいろ, 色: いろ: kun	adverb, noun, な adjective, の adjective
なに	何	What	vocabulary	なに, 何: なに: kun, &emsp;なん, 何: なん: kun	pronoun, interjection, の adjective
はやし	林	Forest	vocabulary	はやし, 林: はやし: kun	noun
そら	空	Sky	vocabulary	そら, 空: そら: kun	noun
くさ	草	Grass	vocabulary	くさ, 草: くさ: kun	noun
からだ	体	Body	vocabulary	からだ, 体: からだ: kun	noun, の adjective
こえ	声	Voice	vocabulary	こえ, 声: こえ: kun	noun
きょうだい	兄弟	Brothers	vocabulary	きょうだい, 兄: きょう: on, 弟: だい: on	noun
くる	来る	To Come	vocabulary	くる, 来: く: kun	intransitive verb
こらい	古来	Ancient	vocabulary	こらい, 古: こ: on, 来: らい: on	adverb, noun, の adjective
がいらい	外来	Imported	vocabulary	がいらい, 外: がい: on, 来: らい: on	noun, の adjective
おとこのこ	男の子	Boy	vocabulary	おとこのこ, 男: おとこ: kun, 子: こ: kun	noun
おとこのひと	男の人	Man	vocabulary	おとこのひと, 男: おとこ: kun, 人: ひと: kun	noun
かっき	活気	Energy	vocabulary	かっき, 活: かっ: on, 気: き: on	noun
ち	地	Earth	vocabulary	ち, 地: ち: on	noun
ねんじ	年次	Annual	vocabulary	ねんじ, 年: ねん: on, 次: じ: on	noun
ちょっこう	直行	Nonstop	vocabulary	ちょっこう, 直: ちょっ: on, 行: こう: on	noun, する verb, の adjective
たからくじ	宝くじ	Lottery	vocabulary	たからくじ, 宝: たから: kun	noun
みみうち	耳打ち	Whisper In Ear	vocabulary	みみうち, 耳: みみ: kun, 打: う: kun	noun, する verb
りょうほう	両方	Both	vocabulary	りょうほう, 両: りょう: on, 方: ほう: on	noun, の adjective
すべて	全て	All	vocabulary	すべて, 全: すべ: kun	noun, の adjective
ほうこう	方向	Direction	vocabulary	ほうこう, 方: ほう: on, 向: こう: on	noun
めいきょく	名曲	Famous Music	vocabulary	めいきょく, 名: めい: on, 曲: きょく: on	noun
じかい	次回	Next Time	vocabulary	じかい, 次: じ: on, 回: かい: on	noun
ひつじ	羊	Sheep	vocabulary	ひつじ, 羊: ひつじ: kun	noun
しゅっけつ	出血	Bleeding	vocabulary	しゅっけつ, 出: しゅっ: on, 血: けつ: on	noun, する verb
ちゅうごく	中国	China	vocabulary	ちゅうごく, 中: ちゅう: on, 国: ごく: on	proper noun
うしろ	後ろ	Behind	vocabulary	うしろ, 後: うし: kun	noun
なくなる	亡くなる	To Pass Away	vocabulary	なくなる, 亡: な: kun	intransitive verb, godan verb
よのなか	世の中	Society	vocabulary	よのなか, 世: よ: kun, 中: なか: kun	noun
むく	向く	To Face	vocabulary	むく, 向: む: kun	godan verb
こくほう	国宝	National Treasure	vocabulary	こくほう, 国: こく: on, 宝: ほう: on	noun
くさち	草地	Meadow	vocabulary	くさち, 草: くさ: kun, 地: ち: on	noun
おおもじ	大文字	Uppercase Letters	vocabulary	おおもじ, 大: おお: kun, 文: も: on, 字: じ: on	noun
しかたがない	仕方がない	Can't Be Helped	vocabulary	しかたがない, 仕: し: on, 方: かた: kun	expression
ぶんか	文化	Culture	vocabulary	ぶんか, 文: ぶん: on, 化: か: on	noun
ちか	地下	Underground	vocabulary	ちか, 地: ち: on, 下: か: on	noun, の adjective
とち	土地	Land	vocabulary	とち, 土: と: on, 地: ち: on	noun
ちず	地図	Map	vocabulary	ちず, 地: ち: on, 図: ず: on	noun
りょうて	両手	Both Hands	vocabulary	りょうて, 両: りょう: on, 手: て: kun	noun, の adjective
りょうじつ	両日	Both Days	vocabulary	りょうじつ, 両: りょう: on, 日: じつ: on	noun
ぜんりょく	全力	Full Effort	vocabulary	ぜんりょく, 全: ぜん: on, 力: りょく: on	noun, の adjective
ぜんにほん	全日本	All Japan	vocabulary	ぜんにほん, 全: ぜん: on, 日: に: on, 本: ほん: on, &emsp;ぜんにっぽん, 全: ぜん: on, 日: にっ: on, 本: ぽん: on	expression
あんぜん	安全	Safety	vocabulary	あんぜん, 安: あん: on, 全: ぜん: on	noun, な adjective
やすい	安い	Cheap	vocabulary	やすい, 安: やす: kun	い adjective
あんしん	安心	Relief	vocabulary	あんしん, 安: あん: on, 心: しん: on	noun, する verb, な adjective
ふあん	不安	Uneasiness	vocabulary	ふあん, 不: ふ: on, 安: あん: on	noun, な adjective
へいあん	平安	Peace	vocabulary	へいあん, 平: へい: on, 安: あん: on	noun, な adjective
しゅう	州	State	vocabulary	しゅう, 州: しゅう: on	noun
きゅうしゅう	九州	Kyuushuu	vocabulary	きゅうしゅう, 九: きゅう: on, 州: しゅう: on	proper noun
ほんしゅう	本州	Honshuu	vocabulary	ほんしゅう, 本: ほん: on, 州: しゅう: on	noun
きょく	曲	Tune	vocabulary	きょく, 曲: きょく: on	noun, suffix
ある	有る	To Have	vocabulary	ある, 有: あ: kun	intransitive verb, godan verb
ゆうめい	有名	Famous	vocabulary	ゆうめい, 有: ゆう: on, 名: めい: on	な adjective
つぎ	次	Next	vocabulary	つぎ, 次: つぎ: kun	noun, の adjective
もくじ	目次	Table Of Contents	vocabulary	もくじ, 目: もく: on, 次: じ: on	noun
しぬ	死ぬ	To Die	vocabulary	しぬ, 死: し: on	intransitive verb, godan verb
したい	死体	Dead Body	vocabulary	したい, 死: し: on, 体: たい: on	noun, の adjective
しぼう	死亡	Mortality	vocabulary	しぼう, 死: し: on, 亡: ぼう: on	noun, の adjective
ようもう	羊毛	Wool	vocabulary	ようもう, 羊: よう: on, 毛: もう: on	noun, の adjective
ち	血	Blood	vocabulary	ち, 血: ち: kun	noun
くに	国	Country	vocabulary	くに, 国: くに: kun	noun
てんごく	天国	Kingdom Of Heaven	vocabulary	てんごく, 天: てん: on, 国: ごく: on	noun, の adjective
ぜんこく	全国	Nationwide	vocabulary	ぜんこく, 全: ぜん: on, 国: こく: on	noun, の adjective
しこく	四国	Shikoku	vocabulary	しこく, 四: し: on, 国: こく: on	proper noun
がいこく	外国	Foreign Country	vocabulary	がいこく, 外: がい: on, 国: こく: on	noun, の adjective
がいこくじん	外国人	Foreign Person	vocabulary	がいこくじん, 外: がい: on, 国: こく: on, 人: じん: on	noun
べいこく	米国	United States Of America	vocabulary	べいこく, 米: べい: on, 国: こく: on	proper noun, の adjective
よる	夜	Night	vocabulary	よる, 夜: よ: kun	noun
こんや	今夜	Tonight	vocabulary	こんや, 今: こん: on, 夜: や: on	noun
しまい	姉妹	Sisters	vocabulary	しまい, 姉: し: on, 妹: まい: on	noun
いもうと	妹	Younger Sister	vocabulary	いもうと, 妹: いもうと: kun	noun
おねえさん	お姉さん	Older Sister	vocabulary	おねえさん, 姉: ねえ: kun	noun
みせ	店	Shop	vocabulary	みせ, 店: みせ: kun	noun
あかるい	明るい	Bright	vocabulary	あかるい, 明: あ: kun	い adjective
ふめい	不明	Unknown	vocabulary	ふめい, 不: ふ: on, 明: めい: on	noun, な adjective
とうほう	東方	Eastward	vocabulary	とうほう, 東: とう: on, 方: ほう: on	noun
とうほく	東北	Tohoku 	vocabulary	とうほく, 東: とう: on, 北: ほく: on	noun
ちゅうとう	中東	Middle East	vocabulary	ちゅうとう, 中: ちゅう: on, 東: とう: on	proper noun, な adjective
なんとう	南東	Southeast	vocabulary	なんとう, 南: なん: on, 東: とう: on	noun, の adjective
あるく	歩く	To Walk	vocabulary	あるく, 歩: ある: kun	intransitive verb, godan verb
なおす	直す	To Fix	vocabulary	なおす, 直: なお: kun	transitive verb, godan verb
なおる	直る	To Be Fixed	vocabulary	なおる, 直: なお: kun	intransitive verb, godan verb
しょうじき	正直	Honest	vocabulary	しょうじき, 正: しょう: on, 直: じき: on	adverb, noun, な adjective
ながい	長い	Long	vocabulary	ながい, 長: なが: kun	い adjective
しゃちょう	社長	Company President	vocabulary	しゃちょう, 社: しゃ: on, 長: ちょう: on	noun, suffix
まえ	前	Front	vocabulary	まえ, 前: まえ: kun	noun, suffix
ごぜん	午前	AM	vocabulary	ごぜん, 午: ご: on, 前: ぜん: on	noun
みなみ	南	South	vocabulary	みなみ, 南: みなみ: kun	noun
あとで	後で	After	vocabulary	あとで, 後: あと: kun	adverb
ごご	午後	PM	vocabulary	ごご, 午: ご: on, 後: ご: on	noun
おもう	思う	To Think	vocabulary	おもう, 思: おも: kun	transitive verb, godan verb
ほし	星	Star	vocabulary	ほし, 星: ほし: kun	noun
せいかつ	生活	Life	vocabulary	せいかつ, 生: せい: on, 活: かつ: on	noun, する verb
うみ	海	Ocean	vocabulary	うみ, 海: うみ: kun	noun
かいがい	海外	Overseas	vocabulary	かいがい, 海: かい: on, 外: がい: on	noun, の adjective
てん	点	Point	vocabulary	てん, 点: てん: on	noun, suffix
かがく	科学	Science	vocabulary	かがく, 科: か: on, 学: がく: on	noun
おちゃ	お茶	Tea	vocabulary	おちゃ, 茶: ちゃ: on	noun
ちゃいろ	茶色	Brown	vocabulary	ちゃいろ, 茶: ちゃ: on, 色: いろ: kun	noun, の adjective
たべる	食べる	To Eat	vocabulary	たべる, 食: た: kun	transitive verb, ichidan verb
くび	首	Neck	vocabulary	くび, 首: くび: kun	noun
あしくび	足首	Ankle	vocabulary	あしくび, 足: あし: kun, 首: くび: kun	noun
くびになる	首になる	To Get Fired	vocabulary	くびになる, 首: くび: kun	expression, godan verb
よんじゅうに	四十二	Forty Two	vocabulary	よんじゅうに, 四: よん: kun, 十: じゅう: on, 二: に: on	numeral
こもじ	小文字	Lowercase Letters	vocabulary	こもじ, 小: こ: kun, 文: も: on, 字: じ: on	noun
ふゆやすみ	冬休み	Winter Holiday	vocabulary	ふゆやすみ, 冬: ふゆ: kun, 休: やす: kun	noun
できる	出来る	To Be Able To Do	vocabulary	できる, 出: で: kun, 来: き: kun	intransitive verb, ichidan verb
ほうげん	方言	Dialect	vocabulary	ほうげん, 方: ほう: on, 言: げん: on	noun, の adjective
とうきょう	東京	Tokyo	vocabulary	とうきょう, 東: とう: on, 京: きょう: on	proper noun
はやくち	早口	Fast Talker	vocabulary	はやくち, 早: はや: kun, 口: く: on	noun, の adjective
たりない	足りない	Not Enough	vocabulary	たりない, 足: た: kun	intransitive verb
としうえ	年上	Older	vocabulary	としうえ, 年: とし: kun, 上: うえ: kun	noun, の adjective
かわり	代わり	Substitute	vocabulary	かわり, 代: か: kun	noun, の adjective
ことし	今年	This Year	vocabulary	ことし, 今: こ: on, 年: とし: kun	noun
かえる	代える	To Replace	vocabulary	かえる, 代: か: kun	transitive verb, ichidan verb
としした	年下	Younger	vocabulary	としした, 年: とし: kun, 下: した: kun	noun, の adjective
ひがし	東	East	vocabulary	ひがし, 東: ひがし: kun	noun
わたし	私	I	vocabulary	私: わたし: kun, 私: わたくし: kun	pronoun, の adjective
しせいかつ	私生活	Personal Life	vocabulary	しせいかつ, 私: し: on, 生: せい: on, 活: かつ: on	noun
しりつ	私立	Private	vocabulary	しりつ, 私: し: on, 立: りつ: on	noun, の adjective
いっぽ	一歩	One Step	vocabulary	いっぽ, 一: いっ: on, 歩: ぽ: on	noun
さんびゃく	三百	Three Hundred	vocabulary	さんびゃく, 三: さん: on, 百: びゃく: on	numeral
たす	足す	To Add	vocabulary	たす, 足: た: kun	transitive verb, godan verb
しゃりょう	車両	Railroad Car	vocabulary	しゃりょう, 車: しゃ: on, 両: りょう: on	noun
はやく	早く	Early	vocabulary	はやく, 早: はや: kun	adverb
し	死	Death	vocabulary	し, 死: し: on	noun, suffix
あね	姉	Older Sister	vocabulary	あね, 姉: あね: kun	noun
しつ	〜室	Room	vocabulary	しつ, 室: しつ: on	suffix
こくおう	国王	King	vocabulary	こくおう, 国: こく: on, 王: おう: on	noun, の adjective
すいせい	水星	Mercury	vocabulary	すいせい, 水: すい: on, 星: せい: on	noun, の adjective
きんせい	金星	Venus	vocabulary	きんせい, 金: きん: on, 星: せい: on	noun
どせい	土星	Saturn	vocabulary	どせい, 土: ど: on, 星: せい: on	noun
ちちゅう	地中	Underground	vocabulary	ちちゅう, 地: ち: on, 中: ちゅう: on	noun, の adjective
かつよう	活用	Conjugation	vocabulary	かつよう, 活: かつ: on, 用: よう: on	noun, する verb
かいおうせい	海王星	Neptune	vocabulary	かいおうせい, 海: かい: on, 王: おう: on, 星: せい: on	noun
しる	知る	To Know	vocabulary	しる, 知: し: kun	transitive verb, godan verb
てくび	手首	Wrist	vocabulary	てくび, 手: て: kun, 首: くび: kun	noun
とおる	通る	To Pass	vocabulary	とおる, 通: とお: kun	intransitive verb, godan verb
じだい	時代	Period	vocabulary	じだい, 時: じ: on, 代: だい: on	noun
つける	付ける	To Attach	vocabulary	つける, 付: つ: kun	transitive verb, ichidan verb
いがい	以外	Other Than	vocabulary	いがい, 以: い: on, 外: がい: on	noun
うしなう	失う	To Lose	vocabulary	うしなう, 失: うしな: kun	transitive verb, godan verb
しつれい	失礼	Rude	vocabulary	しつれい, 失: しつ: on, 礼: れい: on	noun, する verb, な adjective
にんぎょう	人形	Doll	vocabulary	にんぎょう, 人: にん: on, 形: ぎょう: on	noun
おおきく	大きく	In A Big Way	vocabulary	おおきく, 大: おお: kun	adverb
しめい	氏名	Full Name	vocabulary	しめい, 氏: し: on, 名: めい: on	noun
あたり	辺り	Area	vocabulary	あたり, 辺: あた: kun	noun
いぜん	以前	Previously	vocabulary	いぜん, 以: い: on, 前: ぜん: on	noun
みらい	未来	Future	vocabulary	みらい, 未: み: on, 来: らい: on	noun, の adjective
どうじ	同時	Same Time	vocabulary	どうじ, 同: どう: on, 時: じ: on	noun, の adjective
こうつう	交通	Traffic	vocabulary	こうつう, 交: こう: on, 通: つう: on	noun, する verb
ふうせん	風船	Balloon	vocabulary	ふうせん, 風: ふう: on, 船: せん: on	noun
さきまわり	先回り	Arriving Ahead	vocabulary	さきまわり, 先: さき: kun, 回: まわ: kun	noun, する verb
しんり	心理	Mental State	vocabulary	しんり, 心: しん: on, 理: り: on	noun
しゃかい	社会	Society	vocabulary	しゃかい, 社: しゃ: on, 会: かい: on	noun
みあたる	見当たる	To Be Found	vocabulary	みあたる, 見: み: kun, 当: あ: kun	intransitive verb, godan verb
いったい	一体	The Heck	vocabulary	いったい, 一: いっ: on, 体: たい: on	adverb
ちょうみん	町民	Townspeople	vocabulary	ちょうみん, 町: ちょう: on, 民: みん: on	noun
おにいさん	お兄さん	Older Brother	vocabulary	おにいさん, 兄: にい: kun	noun
かんがえ	考え	Thought	vocabulary	かんがえ, 考: かんが: kun	noun
かんがえかた	考え方	Way Of Thinking	vocabulary	かんがえかた, 考: かんが: kun, 方: かた: kun	noun
かたち	形	Shape	vocabulary	かたち, 形: かた: kun	noun, suffix
けってん	欠点	Shortcoming	vocabulary	けってん, 欠: けっ: on, 点: てん: on	noun
し	〜氏	Mister	vocabulary	し, 氏: し: on	suffix
じゆう	自由	Freedom	vocabulary	じゆう, 自: じ: on, 由: ゆう: on	noun, な adjective
りゆう	理由	Reason	vocabulary	りゆう, 理: り: on, 由: ゆう: on	noun
さつ	〜札	Bill	vocabulary	さつ, 札: さつ: on	suffix
こくみん	国民	The People	vocabulary	こくみん, 国: こく: on, 民: みん: on	noun
このへん	この辺	Around Here	vocabulary	このへん, 辺: へん: on	pronoun, の adjective
いじょう	以上	More Than	vocabulary	いじょう, 以: い: on, 上: じょう: on	noun
かならず	必ず	Surely	vocabulary	かならず, 必: かなら: kun	adverb
ひっし	必死	Frantic	vocabulary	ひっし, 必: ひっ: on, 死: し: on	な adjective, の adjective
まだ	未だ	Not Yet	vocabulary	まだ, 未: ま: kun	adverb
すえ	末	The End	vocabulary	すえ, 末: すえ: kun	noun
ねんまつ	年末	Year End	vocabulary	ねんまつ, 年: ねん: on, 末: まつ: on	noun
げつまつ	月末	End Of The Month	vocabulary	げつまつ, 月: げつ: on, 末: まつ: on	noun
こうこう	高校	High School	vocabulary	こうこう, 高: こう: on, 校: こう: on	noun
がっこう	学校	School	vocabulary	がっこう, 学: がっ: on, 校: こう: on	noun
なつ	夏	Summer	vocabulary	なつ, 夏: なつ: kun	noun
なつやすみ	夏休み	Summer Vacation	vocabulary	なつやすみ, 夏: なつ: kun, 休: やす: kun	noun
いえ	家	Home	vocabulary	いえ, 家: いえ: kun, &emsp;うち, 家: うち: kun	noun, の adjective
さっか	作家	Author	vocabulary	さっか, 作: さっ: on, 家: か: on	noun
よわい	弱い	Weak	vocabulary	よわい, 弱: よわ: kun	い adjective
じゃくてん	弱点	Weak Point	vocabulary	じゃくてん, 弱: じゃく: on, 点: てん: on	noun
とき	時	Time	vocabulary	とき, 時: とき: kun	noun
いちじ	一時	One O'clock	vocabulary	いちじ, 一: いち: on, 時: じ: on	noun
にじはん	二時半	Two Thirty	vocabulary	にじはん, 二: に: on, 時: じ: on, 半: はん: on	noun
なんじ	何時	What Time	vocabulary	なんじ, 何: なん: kun, 時: じ: on	noun
かみ	紙	Paper	vocabulary	かみ, 紙: かみ: kun	noun
てがみ	手紙	Letter	vocabulary	てがみ, 手: て: kun, 紙: がみ: kun	noun, の adjective
にっき	日記	Diary	vocabulary	にっき, 日: にっ: on, 記: き: on	noun
たかい	高い	Tall	vocabulary	たかい, 高: たか: kun	い adjective
つよい	強い	Strong	vocabulary	つよい, 強: つよ: kun	い adjective
きょうりょく	強力	Strength	vocabulary	きょうりょく, 強: きょう: on, 力: りょく: on	noun, な adjective
おしえる	教える	To Teach	vocabulary	おしえる, 教: おし: kun	transitive verb, ichidan verb
きょうしつ	教室	Classroom	vocabulary	きょうしつ, 教: きょう: on, 室: しつ: on	noun
しんりがく	心理学	Psychology	vocabulary	しんりがく, 心: しん: on, 理: り: on, 学: がく: on	noun
ちり	地理	Geography	vocabulary	ちり, 地: ち: on, 理: り: on	noun
くみ	組	Group	vocabulary	くみ, 組: くみ: kun	noun, suffix
ふね	船	Boat	vocabulary	ふね, 船: ふね: kun	noun
せんしゅう	先週	Last Week	vocabulary	せんしゅう, 先: せん: on, 週: しゅう: on	noun
こんしゅう	今週	This Week	vocabulary	こんしゅう, 今: こん: on, 週: しゅう: on	noun
しゅうまつ	週末	Weekend	vocabulary	しゅうまつ, 週: しゅう: on, 末: まつ: on	noun
ゆき	雪	Snow	vocabulary	ゆき, 雪: ゆき: kun	noun
さかな	魚	Fish	vocabulary	さかな, 魚: さかな: kun	noun
きんぎょ	金魚	Goldfish	vocabulary	きんぎょ, 金: きん: on, 魚: ぎょ: on	noun
かいぎょ	海魚	Ocean Fish	vocabulary	かいぎょ, 海: かい: on, 魚: ぎょ: on, &emsp;うみざかな, 海: うみ: kun, 魚: ざかな: kun	noun
とり	鳥	Bird	vocabulary	とり, 鳥: とり: kun	noun
はくちょう	白鳥	Swan	vocabulary	はくちょう, 白: はく: on, 鳥: ちょう: on	noun
きいろ	黄色	Yellow	vocabulary	きいろ, 黄: き: kun, 色: いろ: kun	noun, な adjective
くろい	黒い	Black	vocabulary	くろい, 黒: くろ: kun	い adjective
こくじん	黒人	Black Person	vocabulary	こくじん, 黒: こく: on, 人: じん: on	noun, の adjective
てづくり	手作り	Handmade	vocabulary	てづくり, 手: て: kun, 作: づく: kun	noun, の adjective
かぜ	風	Wind	vocabulary	かぜ, 風: かぜ: kun	noun
だいがくせい	大学生	University Student	vocabulary	だいがくせい, 大: だい: on, 学: がく: on, 生: せい: on	noun
いいかた	言い方	Way Of Saying	vocabulary	いいかた, 言: い: kun, 方: かた: kun	noun
ちかぢか	近々	Before Long	vocabulary	ちかぢか, 近: ちか: kun, &emsp;きんきん, 近: きん: on, &emsp;ちかじか, 近: ちか: kun	noun
あおぞら	青空	Blue Sky	vocabulary	あおぞら, 青: あお: kun, 空: ぞら: kun	noun
しょうがくせい	小学生	Elementary School Student	vocabulary	しょうがくせい, 小: しょう: on, 学: がく: on, 生: せい: on	noun
つくりかた	作り方	How To Make	vocabulary	つくりかた, 作: つく: kun, 方: かた: kun	noun
ちゅうがくせい	中学生	Middle School Student	vocabulary	ちゅうがくせい, 中: ちゅう: on, 学: がく: on, 生: せい: on	noun
ふにんき	不人気	Unpopular	vocabulary	ふにんき, 不: ふ: on, 人: にん: on, 気: き: on	noun, な adjective
かける	欠ける	To Lack	vocabulary	かける, 欠: か: kun	intransitive verb, ichidan verb
ほんとうに	本当に	Really	vocabulary	ほんとうに, 本: ほん: on, 当: とう: on	adverb
ちょうめ	〜丁目	District Of A Town	vocabulary	ちょうめ, 丁: ちょう: on, 目: め: kun	suffix
じ	〜時	O'Clock	vocabulary	じ, 時: じ: on	suffix
ちかく	近く	Near	vocabulary	ちかく, 近: ちか: kun	adverb, noun
たいふう	台風	Typhoon	vocabulary	たいふう, 台: たい: on, 風: ふう: on	noun
