おおきさ	大きさ	Size	vocabulary
おとな	大人	Adult	vocabulary
かわ	川	River	vocabulary
じんこう	人工	Artificial	vocabulary
ひとり	一人	Alone	vocabulary
ちから	力	Power	vocabulary
おんな	女	Woman	vocabulary
じんこう	人口	Population	vocabulary
ひと	人	Person	vocabulary
ふたり	二人	Two People	vocabulary
さんにん	三人	Three People	vocabulary
うえ	上	Up	vocabulary
した	下	Down	vocabulary
くち	口	Mouth	vocabulary
いりぐち	入り口	Entrance	vocabulary
やま	山	Mountain	vocabulary
ふじさん	ふじ山	Mt Fuji	vocabulary
