まちあいしつ	待合室	Waiting Room	16	vocabulary	noun
しゅざい	取材	Covering An Event	16	vocabulary	noun, する verb
やくそくする	約束する	To Promise	16	vocabulary	する verb, transitive verb
かめん	仮面	Mask	16	vocabulary	noun
かかわる	係わる	To Be Involved With	16	vocabulary	intransitive verb, godan verb
ほしゅてき	保守的	Conservative	16	vocabulary	な adjective
ほぞん	保存	Preserve	16	vocabulary	noun, する verb
ほけん	保険	Insurance	16	vocabulary	noun, の adjective
ほしょう	保証	Guarantee	16	vocabulary	noun, する verb
ぶつぞう	仏像	Image Of Buddha	16	vocabulary	noun
こてんてき	古典的	Classical	16	vocabulary	な adjective
ぶってん	仏典	Buddhist Scriptures	16	vocabulary	noun
じてん	字典	Character Dictionary	16	vocabulary	noun
じてん	事典	Encyclopedia	16	vocabulary	noun
ぼうけん	冒険	Adventure	16	vocabulary	noun, する verb
じょうだん	冗談	Joke	16	vocabulary	noun, の adjective
きけん	危険	Risky	16	vocabulary	noun, な adjective
あぶない	危ない	Dangerous	16	vocabulary	い adjective
とる	取る	To Take	16	vocabulary	transitive verb, godan verb
げひん	下品	Crude	16	vocabulary	noun, な adjective
さくひん	作品	A Work	16	vocabulary	noun
しな	品	Article	16	vocabulary	counter, noun
しんぴん	新品	Brand New	16	vocabulary	noun, の adjective
しょうひん	商品	Merchandise	16	vocabulary	noun
こうえん	公園	Public Park	16	vocabulary	noun
えん	園	Garden	16	vocabulary	noun, suffix
ぞんじる	存じる	To Know	16	vocabulary	ichidan verb
せいぞん	生存	Existence	16	vocabulary	noun
まもる	守る	To Protect	16	vocabulary	transitive verb, godan verb
るす	留守	Absence	16	vocabulary	noun, する verb
しんじつ	真実	Truth	16	vocabulary	adverb, noun, な adjective, の adjective
せんもん	専門	Specialty	16	vocabulary	noun, の adjective
ふこう	不幸	Unhappiness	16	vocabulary	noun, な adjective
しあわせ	幸せ	Happiness	16	vocabulary	noun, な adjective
せいふ	政府	Government	16	vocabulary	noun
べんとう	弁当	Bento	16	vocabulary	noun
とうきょうべん	東京弁	Tokyo Dialect	16	vocabulary	noun
べん	〜弁	Dialect	16	vocabulary	suffix
いそぐ	急ぐ	To Hurry	16	vocabulary	intransitive verb, transitive verb, godan verb
きゅうに	急に	Suddenly	16	vocabulary	adverb
きゅうし	急死	Sudden Death	16	vocabulary	noun, する verb
きゅうこう	急行	Express	16	vocabulary	noun, する verb, の adjective
せいじ	政治	Politics	16	vocabulary	noun
かく	書く	To Write	16	vocabulary	transitive verb, godan verb
ざんぴん	残品	Unsold Merchandise	16	vocabulary	noun
なおす	治す	To Cure	16	vocabulary	transitive verb, godan verb
ぜんち	全治	Complete Recovery	16	vocabulary	noun, する verb
ふじ	不治	Incurability	16	vocabulary	noun, の adjective
めいじ	明治	Meiji Era	16	vocabulary	noun
あびる	浴びる	To Bathe	16	vocabulary	transitive verb, ichidan verb
にっこうよく	日光浴	Sunbathe	16	vocabulary	noun, する verb
とっきゅう	特急	Limited Express Train	16	vocabulary	noun
りゅうがく	留学	Study Abroad	16	vocabulary	noun, する verb
しゃしん	写真	Photo	16	vocabulary	noun
まっくろ	真っ黒	Pitch Black	16	vocabulary	noun, な adjective
こうふく	幸福	Happiness	16	vocabulary	noun, な adjective
わらう	笑う	To Laugh	16	vocabulary	intransitive verb, godan verb
えがお	笑顔	Smile	16	vocabulary	noun, する verb
ごみばこ	ゴミ箱	Garbage Can	16	vocabulary	noun
はこ	箱	Box	16	vocabulary	counter, noun, suffix
にもつ	荷物	Luggage	16	vocabulary	noun
あかし	証	Evidence	16	vocabulary	noun
しょうにん	証人	Witness	16	vocabulary	noun
しょうげん	証言	Testimony	16	vocabulary	noun, する verb
じしょ	辞書	Dictionary	16	vocabulary	noun
やめる	辞める	To Quit	16	vocabulary	transitive verb, ichidan verb
せじ	世辞	Flattery	16	vocabulary	noun
とおい	遠い	Far	16	vocabulary	い adjective
にゅうもん	入門	Admission	16	vocabulary	noun, する verb, の adjective
かんする	関する	To Be Connected To	16	vocabulary	する verb
かんけい	関係	Connection	16	vocabulary	noun, する verb, の adjective
はんしん	阪神	Hanshin	16	vocabulary	proper noun
ぜんめん	前面	Front	16	vocabulary	noun
じめん	地面	Ground	16	vocabulary	noun, の adjective
がいめん	外面	Exterior	16	vocabulary	noun
がめん	画面	Screen	16	vocabulary	noun
おもしろい	面白い	Interesting	16	vocabulary	い adjective
としょかん	図書館	Library	16	vocabulary	noun
りょうりにん	料理人	A Cook	16	vocabulary	noun
げいじゅつか	芸術家	Artist	16	vocabulary	noun
じどうてき	自動的	Automatic	16	vocabulary	な adjective
きほんてき	基本的	Fundamental	16	vocabulary	な adjective
おりめ	折り目	Fold	16	vocabulary	noun
そつぎょうしき	卒業式	Graduation Ceremony	16	vocabulary	noun
ふかんぜん	不完全	Incomplete	16	vocabulary	noun, な adjective
びじゅつかん	美術館	Museum	16	vocabulary	noun
おりがみ	折り紙	Origami	16	vocabulary	noun
きぼうする	希望する	To Request	16	vocabulary	する verb
ぎじゅつ	技術	Art	16	vocabulary	noun
だきょうする	妥協する	To Compromise	16	vocabulary	する verb
ふごうかく	不合格	Fail A Test	16	vocabulary	noun
そつぎょうする	卒業する	To Graduate	16	vocabulary	する verb
のこす	残す	To Leave Behind	16	vocabulary	transitive verb, godan verb
かためる	固める	To Make Hard	16	vocabulary	transitive verb, ichidan verb
しょうめい	証明	Proof	16	vocabulary	noun, する verb, の adjective
